5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed
2009/3/16 19:35,228,1,100
2009/3/16 19:40,240,1,100
2009/3/16 19:45,186,1,100
2009/3/16 19:50,234,1,100
2009/3/16 19:55,189,1,100
2009/3/16 20:00,174,1,100
2009/3/16 20:05,183,1,100
2009/3/16 20:10,219,1,100
2009/3/16 20:15,195,1,100
2009/3/16 20:20,216,1,100
2009/3/16 20:25,192,1,100
2009/3/16 20:30,201,1,100
2009/3/16 20:35,198,1,100
2009/3/16 20:40,195,1,100
2009/3/16 20:45,165,1,100
2009/3/16 20:50,180,1,100
2009/3/16 20:55,195,1,100
2009/3/16 21:00,231,1,100
2009/3/16 21:05,198,1,100
2009/3/16 21:10,195,1,100
2009/3/16 21:15,240,1,100
2009/3/16 21:20,210,1,100
2009/3/16 21:25,222,1,100
2009/3/16 21:30,192,1,100
2009/3/16 21:35,207,1,100
2009/3/16 21:40,195,1,100
2009/3/16 21:45,192,1,100
2009/3/16 21:50,198,1,100
2009/3/16 21:55,177,1,100
2009/3/16 22:00,171,1,100
2009/3/16 22:05,201,1,100
2009/3/16 22:10,219,1,100
2009/3/16 22:15,198,1,100
2009/3/16 22:20,201,1,100
2009/3/16 22:25,237,1,100
2009/3/16 22:30,159,1,100
2009/3/16 22:35,114,1,100
2009/3/16 22:40,132,1,100
2009/3/16 22:45,168,1,100
2009/3/16 22:50,138,1,100
2009/3/16 22:55,138,1,100
2009/3/16 23:00,126,1,100
2009/3/16 23:05,135,1,100
2009/3/16 23:10,183,1,100
2009/3/16 23:15,153,1,100
2009/3/16 23:20,129,1,100
2009/3/16 23:25,129,1,100
2009/3/16 23:30,96,1,100
2009/3/16 23:35,117,1,100
2009/3/16 23:40,102,1,100
2009/3/16 23:45,93,1,100
2009/3/16 23:50,96,1,100
2009/3/16 23:55,72,1,100
2009/3/18 0:00,96,1,100
2009/3/18 0:05,114,1,100
2009/3/18 0:10,111,1,100
2009/3/18 0:15,120,1,100
2009/3/18 0:20,84,1,100
2009/3/18 0:25,75,1,100
2009/3/18 0:30,63,1,100
2009/3/18 0:35,51,1,100
2009/3/18 0:40,108,1,100
2009/3/18 0:45,84,1,100
2009/3/18 0:50,63,1,100
2009/3/18 0:55,51,1,100
2009/3/18 1:00,51,1,100
2009/3/18 1:05,69,1,100
2009/3/18 1:10,63,1,100
2009/3/18 1:15,78,1,100
2009/3/18 1:20,51,1,100
2009/3/18 1:25,66,1,100
2009/3/18 1:30,75,1,100
2009/3/18 1:35,42,1,100
2009/3/18 1:40,81,1,100
2009/3/18 1:45,81,1,100
2009/3/18 1:50,81,1,100
2009/3/18 1:55,51,1,100
2009/3/18 2:00,57,1,100
2009/3/18 2:05,60,1,100
2009/3/18 2:10,60,1,100
2009/3/18 2:15,81,1,100
2009/3/18 2:20,72,1,100
2009/3/18 2:25,75,1,100
2009/3/18 2:30,54,1,100
2009/3/18 2:35,69,1,100
2009/3/18 2:40,54,1,100
2009/3/18 2:45,39,1,100
2009/3/18 2:50,63,1,100
2009/3/18 2:55,63,1,100
2009/3/18 3:00,57,1,100
2009/3/18 3:05,87,1,100
2009/3/18 3:10,48,1,100
2009/3/18 3:15,66,1,100
2009/3/18 3:20,84,1,100
2009/3/18 3:25,78,1,100
2009/3/18 3:30,81,1,100
2009/3/18 3:35,81,1,100
2009/3/18 3:40,93,1,100
2009/3/18 3:45,72,1,100
2009/3/18 3:50,87,1,100
2009/3/18 3:55,108,1,100
2009/3/18 4:00,126,1,100
2009/3/18 4:05,102,1,100
2009/3/18 4:10,141,1,100
2009/3/18 4:15,162,1,100
2009/3/18 4:20,153,1,100
2009/3/18 4:25,171,1,100
2009/3/18 4:30,186,1,100
2009/3/18 4:35,186,1,100
2009/3/18 4:40,219,1,100
2009/3/18 4:45,198,1,100
2009/3/18 4:50,228,1,100
2009/3/18 4:55,228,1,100
2009/3/18 5:00,276,1,100
2009/3/18 5:05,327,1,100
2009/3/18 5:10,348,1,100
2009/3/18 5:15,387,1,100
2009/3/18 5:20,435,1,100
2009/3/18 5:25,423,1,100
2009/3/18 5:30,495,1,100
2009/3/18 5:35,447,1,100
2009/3/18 5:40,483,1,100
2009/3/18 5:45,483,1,100
2009/3/18 5:50,534,1,100
2009/3/18 5:55,483,1,100
2009/3/18 6:00,441,1,100
2009/3/18 6:05,483,1,100
2009/3/18 6:10,468,1,100
2009/3/18 6:15,519,1,100
2009/3/18 6:20,504,1,100
2009/3/18 6:25,471,1,100
2009/3/18 6:30,492,1,100
2009/3/18 6:35,426,1,100
2009/3/18 6:40,468,1,100
2009/3/18 6:45,468,1,100
2009/3/18 6:50,489,1,100
2009/3/18 6:55,504,1,100
2009/3/18 7:00,432,1,100
2009/3/18 7:05,498,1,100
2009/3/18 7:10,468,1,100
2009/3/18 7:15,468,1,100
2009/3/18 7:20,453,1,100
2009/3/18 7:25,426,1,100
2009/3/18 7:30,390,1,100
2009/3/18 7:35,435,1,100
2009/3/18 7:40,420,1,100
2009/3/18 7:45,441,1,100
2009/3/18 7:50,417,1,100
2009/3/18 7:55,381,1,100
2009/3/18 8:00,390,1,100
2009/3/18 8:05,417,1,100
2009/3/18 8:10,420,1,100
2009/3/18 8:15,423,1,100
2009/3/18 8:20,438,1,100
2009/3/18 8:25,459,1,100
2009/3/18 8:30,387,1,100
2009/3/18 8:35,345,1,100
2009/3/18 8:40,393,1,100
2009/3/18 8:45,396,1,100
2009/3/18 8:50,345,1,100
2009/3/18 8:55,384,1,100
2009/3/18 9:00,369,1,100
2009/3/18 9:05,363,1,100
2009/3/18 9:10,327,1,100
2009/3/18 9:15,390,1,100
2009/3/18 9:20,342,1,100
2009/3/18 9:25,327,1,100
2009/3/18 9:30,390,1,100
2009/3/18 9:35,366,1,100
2009/3/18 9:40,381,1,100
2009/3/18 9:45,315,1,100
2009/3/18 9:50,276,1,100
2009/3/18 9:55,297,1,100
2009/3/18 10:00,348,1,100
2009/3/18 10:05,282,1,100
2009/3/18 10:10,303,1,100
2009/3/18 10:15,348,1,100
2009/3/18 10:20,351,1,100
2009/3/18 10:25,339,1,100
2009/3/18 10:30,342,1,100
2009/3/18 10:35,399,1,100
2009/3/18 10:40,351,1,100
2009/3/18 10:45,294,1,100
2009/3/18 10:50,300,1,100
2009/3/18 10:55,309,1,100
2009/3/18 11:00,336,1,100
2009/3/18 11:05,348,1,100
2009/3/18 11:10,303,1,100
2009/3/18 11:15,339,1,100
2009/3/18 11:20,357,1,100
2009/3/18 11:25,342,1,100
2009/3/18 11:30,312,1,100
2009/3/18 11:35,324,1,100
2009/3/18 11:40,306,1,100
2009/3/18 11:45,324,1,100
2009/3/18 11:50,348,1,100
2009/3/18 11:55,318,1,100
2009/3/18 12:00,315,1,100
2009/3/18 12:05,312,1,100
2009/3/18 12:10,312,1,100
2009/3/18 12:15,303,1,100
2009/3/18 12:20,306,1,100
2009/3/18 12:25,318,1,100
2009/3/18 12:30,318,1,100
2009/3/18 12:35,312,1,100
2009/3/18 12:40,324,1,100
2009/3/18 12:45,288,1,100
2009/3/18 12:50,285,1,100
2009/3/18 12:55,255,1,100
2009/3/18 13:00,333,1,100
2009/3/18 13:05,336,1,100
2009/3/18 13:10,306,1,100
2009/3/18 13:15,351,1,100
2009/3/18 13:20,315,1,100
2009/3/18 13:25,288,1,100
2009/3/18 13:30,351,1,100
2009/3/18 13:35,336,1,100
2009/3/18 13:40,342,1,100
2009/3/18 13:45,312,1,100
2009/3/18 13:50,330,1,100
2009/3/18 13:55,324,1,100
2009/3/18 14:00,333,1,100
2009/3/18 14:05,309,1,100
2009/3/18 14:10,339,1,100
2009/3/18 14:15,399,1,100
2009/3/18 14:20,381,1,100
2009/3/18 14:25,342,1,100
2009/3/18 14:30,387,1,100
2009/3/18 14:35,345,1,100
2009/3/18 14:40,369,1,100
2009/3/18 14:45,387,1,100
2009/3/18 14:50,408,1,100
2009/3/18 14:55,315,1,100
2009/3/18 15:00,384,1,100
2009/3/18 15:05,366,1,100
2009/3/18 15:10,432,1,100
2009/3/18 15:15,390,1,100
2009/3/18 15:20,393,1,100
2009/3/18 15:25,366,1,100
2009/3/18 15:30,390,1,100
2009/3/18 15:35,408,1,100
2009/3/18 15:40,426,1,100
2009/3/18 15:45,405,1,100
2009/3/18 15:50,420,1,100
2009/3/18 15:55,438,1,100
2009/3/18 16:00,360,1,100
2009/3/18 16:05,369,1,100
2009/3/18 16:10,381,1,100
2009/3/18 16:15,360,1,100
2009/3/18 16:20,354,1,100
2009/3/18 16:25,345,1,100
2009/3/18 16:30,363,1,100
2009/3/18 16:35,372,1,100
2009/3/18 16:40,330,1,100
2009/3/18 16:45,381,1,100
2009/3/18 16:50,384,1,100
2009/3/18 16:55,312,1,100
2009/3/18 17:00,354,1,100
2009/3/18 17:05,369,1,100
2009/3/18 17:10,348,1,100
2009/3/18 17:15,369,1,100
2009/3/18 17:20,396,1,100
2009/3/18 17:25,366,1,100
2009/3/18 17:30,372,1,100
2009/3/18 17:35,327,1,100
2009/3/18 17:40,309,1,100
2009/3/18 17:45,327,1,100
2009/3/18 17:50,363,1,100
2009/3/18 17:55,291,1,100
2009/3/18 18:00,285,1,100
2009/3/18 18:05,294,1,100
2009/3/18 18:10,336,1,100
2009/3/18 18:15,315,1,100
2009/3/18 18:20,303,1,100
2009/3/18 18:25,312,1,100
2009/3/18 18:30,342,1,100
2009/3/18 18:35,330,1,100
2009/3/18 18:40,285,1,100
2009/3/18 18:45,264,1,100
2009/3/18 18:50,246,1,100
2009/3/18 18:55,228,1,100
2009/3/18 19:00,243,1,100
2009/3/18 19:05,255,1,100
2009/3/18 19:10,300,1,100
2009/3/18 19:15,261,1,100
2009/3/18 19:20,297,1,100
2009/3/18 19:25,228,1,100
2009/3/18 19:30,243,1,100
2009/3/18 19:35,264,1,100
2009/3/18 19:40,246,1,100
2009/3/18 19:45,198,1,100
2009/3/18 19:50,246,1,100
2009/3/18 19:55,198,1,100
2009/3/18 20:00,234,1,100
2009/3/18 20:05,213,1,100
2009/3/18 20:10,249,1,100
2009/3/18 20:15,213,1,100
2009/3/18 20:20,255,1,100
2009/3/18 20:25,210,1,100
2009/3/18 20:30,225,1,100
2009/3/18 20:35,219,1,100
2009/3/18 20:40,225,1,100
2009/3/18 20:45,222,1,100
2009/3/18 20:50,210,1,100
2009/3/18 20:55,213,1,100
2009/3/18 21:00,192,1,100
2009/3/18 21:05,261,1,100
2009/3/18 21:10,198,1,100
2009/3/18 21:15,231,1,100
2009/3/18 21:20,237,1,100
2009/3/18 21:25,210,1,100
2009/3/18 21:30,189,1,100
2009/3/18 21:35,222,1,100
2009/3/18 21:40,201,1,100
2009/3/18 21:45,180,1,100
2009/3/18 21:50,204,1,100
2009/3/18 21:55,213,1,100
2009/3/18 22:00,153,1,100
2009/3/18 22:05,186,1,100
2009/3/18 22:10,207,1,100
2009/3/18 22:15,192,1,100
2009/3/18 22:20,204,1,100
2009/3/18 22:25,189,1,100
2009/3/18 22:30,201,1,100
2009/3/18 22:35,144,1,100
2009/3/18 22:40,165,1,100
2009/3/18 22:45,126,1,100
2009/3/18 22:50,162,1,100
2009/3/18 22:55,147,1,100
2009/3/18 23:00,126,1,100
2009/3/18 23:05,165,1,100
2009/3/18 23:10,165,1,100
2009/3/18 23:15,141,1,100
2009/3/18 23:20,147,1,100
2009/3/18 23:25,117,1,100
2009/3/18 23:30,132,1,100
2009/3/18 23:35,114,1,100
2009/3/18 23:40,99,1,100
2009/3/18 23:45,102,1,100
2009/3/18 23:50,105,1,100
2009/3/18 23:55,81,1,100
2009/3/20 0:00,93,1,100
2009/3/20 0:05,99,1,100
2009/3/20 0:10,135,1,100
2009/3/20 0:15,132,1,100
2009/3/20 0:20,120,1,100
2009/3/20 0:25,96,1,100
2009/3/20 0:30,81,1,100
2009/3/20 0:35,72,1,100
2009/3/20 0:40,111,1,100
2009/3/20 0:45,90,1,100
2009/3/20 0:50,51,1,100
2009/3/20 0:55,68,1,100
2009/3/20 1:00,84,1,100
2009/3/20 1:05,48,1,100
2009/3/20 1:10,81,1,100
2009/3/20 1:15,63,1,100
2009/3/20 1:20,99,1,100
2009/3/20 1:25,87,1,100
2009/3/20 1:30,57,1,100
2009/3/20 1:35,72,1,100
2009/3/20 1:40,87,1,100
2009/3/20 1:45,96,1,100
2009/3/20 1:50,78,1,100
2009/3/20 1:55,57,1,100
2009/3/20 2:00,57,1,100
2009/3/20 2:05,72,1,100
2009/3/20 2:10,66,1,100
2009/3/20 2:15,57,1,100
2009/3/20 2:20,63,1,100
2009/3/20 2:25,69,1,100
2009/3/20 2:30,66,1,100
2009/3/20 2:35,33,1,100
2009/3/20 2:40,54,1,100
2009/3/20 2:45,69,1,100
2009/3/20 2:50,75,1,100
2009/3/20 2:55,63,1,100
2009/3/20 3:00,60,1,100
2009/3/20 3:05,87,1,100
2009/3/20 3:10,81,1,100
2009/3/20 3:15,75,1,100
2009/3/20 3:20,72,1,100
2009/3/20 3:25,78,1,100
2009/3/20 3:30,63,1,100
2009/3/20 3:35,84,1,100
2009/3/20 3:40,81,1,100
2009/3/20 3:45,84,1,100
2009/3/20 3:50,60,1,100
2009/3/20 3:55,99,1,100
2009/3/20 4:00,135,1,100
2009/3/20 4:05,129,1,100
2009/3/20 4:10,114,1,100
2009/3/20 4:15,159,1,100
2009/3/20 4:20,165,1,100
2009/3/20 4:25,171,1,100
2009/3/20 4:30,177,1,100
2009/3/20 4:35,189,1,100
2009/3/20 4:40,228,1,100
2009/3/20 4:45,201,1,100
2009/3/20 4:50,231,1,100
2009/3/20 4:55,210,1,100
2009/3/20 5:00,249,1,100
2009/3/20 5:05,303,1,100
2009/3/20 5:10,333,1,100
2009/3/20 5:15,393,1,100
2009/3/20 5:20,354,1,100
2009/3/20 5:25,360,1,100
2009/3/20 5:30,438,1,100
2009/3/20 5:35,438,1,100
2009/3/20 5:40,438,1,100
2009/3/20 5:45,495,1,100
2009/3/20 5:50,453,1,100
2009/3/20 5:55,462,1,100
2009/3/20 6:00,501,1,100
2009/3/20 6:05,501,1,100
2009/3/20 6:10,513,1,100
2009/3/20 6:15,486,1,100
2009/3/20 6:20,456,1,100
2009/3/20 6:25,468,1,100
2009/3/20 6:30,387,1,100
2009/3/20 6:35,450,1,100
2009/3/20 6:40,438,1,100
2009/3/20 6:45,420,1,100
2009/3/20 6:50,381,1,100
2009/3/20 6:55,408,1,100
2009/3/20 7:00,447,1,100
2009/3/20 7:05,441,1,100
2009/3/20 7:10,444,1,100
2009/3/20 7:15,402,1,100
2009/3/20 7:20,447,1,100
2009/3/20 7:25,477,1,100
2009/3/20 7:30,444,1,100
2009/3/20 7:35,423,1,100
2009/3/20 7:40,468,1,100
2009/3/20 7:45,414,1,100
2009/3/20 7:50,411,1,100
2009/3/20 7:55,408,1,100
2009/3/20 8:00,402,1,100
2009/3/20 8:05,414,1,100
2009/3/20 8:10,357,1,100
2009/3/20 8:15,411,1,100
2009/3/20 8:20,330,1,100
2009/3/20 8:25,432,1,100
2009/3/20 8:30,387,1,100
2009/3/20 8:35,378,1,100
2009/3/20 8:40,408,1,100
2009/3/20 8:45,366,1,100
2009/3/20 8:50,393,1,100
2009/3/20 8:55,387,1,100
2009/3/20 9:00,333,1,100
2009/3/20 9:05,381,1,100
2009/3/20 9:10,303,1,100
2009/3/20 9:15,405,1,100
2009/3/20 9:20,420,1,100
2009/3/20 9:25,390,1,100
2009/3/20 9:30,369,1,100
2009/3/20 9:35,387,1,100
2009/3/20 9:40,372,1,100
2009/3/20 9:45,321,1,100
2009/3/20 9:50,327,1,100
2009/3/20 9:55,339,1,100
2009/3/20 10:00,303,1,100
2009/3/20 10:05,351,1,100
2009/3/20 10:10,372,1,100
2009/3/20 10:15,339,1,100
2009/3/20 10:20,318,1,100
2009/3/20 10:25,321,1,100
2009/3/20 10:30,342,1,100
2009/3/20 10:35,342,1,100
2009/3/20 10:40,357,1,100
2009/3/20 10:45,348,1,100
2009/3/20 10:50,339,1,100
2009/3/20 10:55,342,1,100
2009/3/20 11:00,336,1,100
2009/3/20 11:05,333,1,100
2009/3/20 11:10,348,1,100
2009/3/20 11:15,384,1,100
2009/3/20 11:20,339,1,100
2009/3/20 11:25,318,1,100
2009/3/20 11:30,402,1,100
2009/3/20 11:35,336,1,100
2009/3/20 11:40,231,1,100
2009/3/20 11:45,321,1,100
2009/3/20 11:50,354,1,100
2009/3/20 11:55,363,1,100
2009/3/20 12:00,327,1,100
2009/3/20 12:05,369,1,100
2009/3/20 12:10,327,1,100
2009/3/20 12:15,393,1,100
2009/3/20 12:20,381,1,100
2009/3/20 12:25,375,1,100
2009/3/20 12:30,303,1,100
2009/3/20 12:35,333,1,100
2009/3/20 12:40,351,1,100
2009/3/20 12:45,336,1,100
2009/3/20 12:50,378,1,100
2009/3/20 12:55,333,1,100
2009/3/20 13:00,306,1,100
2009/3/20 13:05,369,1,100
2009/3/20 13:10,363,1,100
2009/3/20 13:15,348,1,100
2009/3/20 13:20,375,1,100
2009/3/20 13:25,393,1,100
2009/3/20 13:30,312,1,100
2009/3/20 13:35,372,1,100
2009/3/20 13:40,384,1,100
2009/3/20 13:45,384,1,100
2009/3/20 13:50,327,1,100
2009/3/20 13:55,384,1,100
2009/3/20 14:00,360,1,100
2009/3/20 14:05,378,1,100
2009/3/20 14:10,414,1,100
2009/3/20 14:15,378,1,100
2009/3/20 14:20,405,1,100
2009/3/20 14:25,345,1,100
2009/3/20 14:30,378,1,100
2009/3/20 14:35,381,1,100
2009/3/20 14:40,396,1,100
2009/3/20 14:45,489,1,100
2009/3/20 14:50,402,1,100
2009/3/20 14:55,372,1,100
2009/3/20 15:00,447,1,100
2009/3/20 15:05,414,1,100
2009/3/20 15:10,480,1,100
2009/3/20 15:15,417,1,100
2009/3/20 15:20,423,1,100
2009/3/20 15:25,396,1,100
2009/3/20 15:30,423,1,100
2009/3/20 15:35,444,1,100
2009/3/20 15:40,417,1,100
2009/3/20 15:45,453,1,100
2009/3/20 15:50,468,1,100
2009/3/20 15:55,474,1,100
2009/3/20 16:00,405,1,100
2009/3/20 16:05,411,1,100
2009/3/20 16:10,429,1,100
2009/3/20 16:15,414,1,100
2009/3/20 16:20,396,1,100
2009/3/20 16:25,372,1,100
2009/3/20 16:30,426,1,100
2009/3/20 16:35,432,1,100
2009/3/20 16:40,414,1,100
2009/3/20 16:45,375,1,100
2009/3/20 16:50,366,1,100
2009/3/20 16:55,372,1,100
2009/3/20 17:00,396,1,100
2009/3/20 17:05,459,1,100
2009/3/20 17:10,405,1,100
2009/3/20 17:15,243,1,100
2009/3/20 17:20,381,1,100
2009/3/20 17:25,390,1,100
2009/3/20 17:30,411,1,100
2009/3/20 17:35,408,1,100
2009/3/20 17:40,348,1,100
2009/3/20 17:45,360,1,100
2009/3/20 17:50,414,1,100
2009/3/20 17:55,372,1,100
2009/3/20 18:00,369,1,100
2009/3/20 18:05,360,1,100
2009/3/20 18:10,405,1,100
2009/3/20 18:15,393,1,100
2009/3/20 18:20,342,1,100
2009/3/20 18:25,387,1,100
2009/3/20 18:30,384,1,100
2009/3/20 18:35,324,1,100
2009/3/20 18:40,354,1,100
2009/3/20 18:45,345,1,100
2009/3/20 18:50,336,1,100
2009/3/20 18:55,306,1,100
2009/3/20 19:00,357,1,100
2009/3/20 19:05,291,1,100
2009/3/20 19:10,339,1,100
2009/3/20 19:15,303,1,100
2009/3/20 19:20,333,1,100
2009/3/20 19:25,345,1,100
2009/3/20 19:30,336,1,100
2009/3/20 19:35,276,1,100
2009/3/20 19:40,300,1,100
2009/3/20 19:45,279,1,100
2009/3/20 19:50,285,1,100
2009/3/20 19:55,261,1,100
2009/3/20 20:00,291,1,100
2009/3/20 20:05,291,1,100
2009/3/20 20:10,291,1,100
2009/3/20 20:15,294,1,100
2009/3/20 20:20,267,1,100
2009/3/20 20:25,267,1,100
2009/3/20 20:30,255,1,100
2009/3/20 20:35,315,1,100
2009/3/20 20:40,243,1,100
2009/3/20 20:45,255,1,100
2009/3/20 20:50,237,1,100
2009/3/20 20:55,252,1,100
2009/3/20 21:00,267,1,100
2009/3/20 21:05,252,1,100
2009/3/20 21:10,321,1,100
2009/3/20 21:15,270,1,100
2009/3/20 21:20,261,1,100
2009/3/20 21:25,276,1,100
2009/3/20 21:30,222,1,100
2009/3/20 21:35,306,1,100
2009/3/20 21:40,249,1,100
2009/3/20 21:45,267,1,100
2009/3/20 21:50,231,1,100
2009/3/20 21:55,264,1,100
2009/3/20 22:00,222,1,100
2009/3/20 22:05,258,1,100
2009/3/20 22:10,252,1,100
2009/3/20 22:15,225,1,100
2009/3/20 22:20,267,1,100
2009/3/20 22:25,252,1,100
2009/3/20 22:30,216,1,100
2009/3/20 22:35,240,1,100
2009/3/20 22:40,189,1,100
2009/3/20 22:45,210,1,100
2009/3/20 22:50,171,1,100
2009/3/20 22:55,192,1,100
2009/3/20 23:00,216,1,100
2009/3/20 23:05,165,1,100
2009/3/20 23:10,216,1,100
2009/3/20 23:15,192,1,100
2009/3/20 23:20,195,1,100
2009/3/20 23:25,177,1,100
2009/3/20 23:30,159,1,100
2009/3/20 23:35,204,1,100
2009/3/20 23:40,165,1,100
2009/3/20 23:45,180,1,100
2009/3/20 23:50,183,1,100
2009/3/20 23:55,159,1,100
2009/3/23 0:00,81,1,100
2009/3/23 0:05,75,1,100
2009/3/23 0:10,78,1,100
2009/3/23 0:15,99,1,100
2009/3/23 0:20,90,1,100
2009/3/23 0:25,66,1,100
2009/3/23 0:30,66,1,100
2009/3/23 0:35,75,1,100
2009/3/23 0:40,51,1,100
2009/3/23 0:45,75,1,100
2009/3/23 0:50,54,1,100
2009/3/23 0:55,51,1,100
2009/3/23 1:00,42,1,100
2009/3/23 1:05,57,1,100
2009/3/23 1:10,51,1,100
2009/3/23 1:15,42,1,100
2009/3/23 1:20,63,1,100
2009/3/23 1:25,57,1,100
2009/3/23 1:30,51,1,100
2009/3/23 1:35,36,1,100
2009/3/23 1:40,39,1,100
2009/3/23 1:45,36,1,100
2009/3/23 1:50,30,1,100
2009/3/23 1:55,48,1,100
2009/3/23 2:00,33,1,100
2009/3/23 2:05,33,1,100
2009/3/23 2:10,60,1,100
2009/3/23 2:15,48,1,100
2009/3/23 2:20,33,1,100
2009/3/23 2:25,33,1,100
2009/3/23 2:30,45,1,100
2009/3/23 2:35,48,1,100
2009/3/23 2:40,42,1,100
2009/3/23 2:45,33,1,100
2009/3/23 2:50,63,1,100
2009/3/23 2:55,27,1,100
2009/3/23 3:00,36,1,100
2009/3/23 3:05,75,1,100
2009/3/23 3:10,63,1,100
2009/3/23 3:15,60,1,100
2009/3/23 3:20,102,1,100
2009/3/23 3:25,93,1,100
2009/3/23 3:30,69,1,100
2009/3/23 3:35,90,1,100
2009/3/23 3:40,93,1,100
2009/3/23 3:45,63,1,100
2009/3/23 3:50,111,1,100
2009/3/23 3:55,93,1,100
2009/3/23 4:00,99,1,100
2009/3/23 4:05,150,1,100
2009/3/23 4:10,141,1,100
2009/3/23 4:15,186,1,100
2009/3/23 4:20,141,1,100
2009/3/23 4:25,180,1,100
2009/3/23 4:30,186,1,100
2009/3/23 4:35,219,1,100
2009/3/23 4:40,222,1,100
2009/3/23 4:45,210,1,100
2009/3/23 4:50,234,1,100
2009/3/23 4:55,297,1,100
2009/3/23 5:00,222,1,100
2009/3/23 5:05,297,1,100
2009/3/23 5:10,348,1,100
2009/3/23 5:15,408,1,100
2009/3/23 5:20,390,1,100
2009/3/23 5:25,474,1,100
2009/3/23 5:30,483,1,100
2009/3/23 5:35,441,1,100
2009/3/23 5:40,468,1,100
2009/3/23 5:45,402,1,100
2009/3/23 5:50,471,1,100
2009/3/23 5:55,537,1,100
2009/3/23 6:00,471,1,100
2009/3/23 6:05,447,1,100
2009/3/23 6:10,468,1,100
2009/3/23 6:15,423,1,100
2009/3/23 6:20,423,1,100
2009/3/23 6:25,444,1,100
2009/3/23 6:30,456,1,100
2009/3/23 6:35,411,1,100
2009/3/23 6:40,411,1,100
2009/3/23 6:45,387,1,100
2009/3/23 6:50,357,1,100
2009/3/23 6:55,366,1,100
2009/3/23 7:00,381,1,100
2009/3/23 7:05,375,1,100
2009/3/23 7:10,363,1,100
2009/3/23 7:15,342,1,100
2009/3/23 7:20,405,1,100
2009/3/23 7:25,399,1,100
2009/3/23 7:30,420,1,100
2009/3/23 7:35,411,1,100
2009/3/23 7:40,366,1,100
2009/3/23 7:45,372,1,100
2009/3/23 7:50,387,1,100
2009/3/23 7:55,384,1,100
2009/3/23 8:00,381,1,100
2009/3/23 8:05,375,1,100
2009/3/23 8:10,354,1,100
2009/3/23 8:15,384,1,100
2009/3/23 8:20,357,1,100
2009/3/23 8:25,384,1,100
2009/3/23 8:30,345,1,100
2009/3/23 8:35,384,1,100
2009/3/23 8:40,366,1,100
2009/3/23 8:45,342,1,100
2009/3/23 8:50,396,1,100
2009/3/23 8:55,336,1,100
2009/3/23 9:00,393,1,100
2009/3/23 9:05,405,1,100
2009/3/23 9:10,363,1,100
2009/3/23 9:15,402,1,100
2009/3/23 9:20,402,1,100
2009/3/23 9:25,399,1,100
2009/3/23 9:30,390,1,100
2009/3/23 9:35,363,1,100
2009/3/23 9:40,327,1,100
2009/3/23 9:45,291,1,100
2009/3/23 9:50,312,1,100
2009/3/23 9:55,303,1,100
2009/3/23 10:00,339,1,100
2009/3/23 10:05,348,1,100
2009/3/23 10:10,351,1,100
2009/3/23 10:15,345,1,100
2009/3/23 10:20,342,1,100
2009/3/23 10:25,345,1,100
2009/3/23 10:30,333,1,100
2009/3/23 10:35,384,1,100
2009/3/23 10:40,297,1,100
2009/3/23 10:45,258,1,100
2009/3/23 10:50,294,1,100
2009/3/23 10:55,327,1,100
2009/3/23 11:00,354,1,100
2009/3/23 11:05,312,1,100
2009/3/23 11:10,297,1,100
2009/3/23 11:15,336,1,100
2009/3/23 11:20,300,1,100
2009/3/23 11:25,306,1,100
2009/3/23 11:30,345,1,100
2009/3/23 11:35,351,1,100
2009/3/23 11:40,309,1,100
2009/3/23 11:45,294,1,100
2009/3/23 11:50,339,1,100
2009/3/23 11:55,288,1,100
2009/3/23 12:00,312,1,100
2009/3/23 12:05,297,1,100
2009/3/23 12:10,318,1,100
2009/3/23 12:15,309,1,100
2009/3/23 12:20,306,1,100
2009/3/23 12:25,327,1,100
2009/3/23 12:30,327,1,100
2009/3/23 12:35,300,1,100
2009/3/23 12:40,303,1,100
2009/3/23 12:45,354,1,100
2009/3/23 12:50,351,1,100
2009/3/23 12:55,348,1,100
2009/3/23 13:00,282,1,100
2009/3/23 13:05,327,1,100
2009/3/23 13:10,327,1,100
2009/3/23 13:15,309,1,100
2009/3/23 13:20,300,1,100
2009/3/23 13:25,369,1,100
2009/3/23 13:30,312,1,100
2009/3/23 13:35,318,1,100
2009/3/23 13:40,330,1,100
2009/3/23 13:45,345,1,100
2009/3/23 13:50,345,1,100
2009/3/23 13:55,330,1,100
2009/3/23 14:00,342,1,100
2009/3/23 14:05,357,1,100
2009/3/23 14:10,375,1,100
2009/3/23 14:15,330,1,100
2009/3/23 14:20,375,1,100
2009/3/23 14:25,309,1,100
2009/3/23 14:30,315,1,100
2009/3/23 14:35,375,1,100
2009/3/23 14:40,363,1,100
2009/3/23 14:45,402,1,100
2009/3/23 14:50,351,1,100
2009/3/23 14:55,372,1,100
2009/3/23 15:00,324,1,100
2009/3/23 15:05,360,1,100
2009/3/23 15:10,354,1,100
2009/3/23 15:15,393,1,100
2009/3/23 15:20,372,1,100
2009/3/23 15:25,360,1,100
2009/3/23 15:30,357,1,100
2009/3/23 15:35,387,1,100
2009/3/23 15:40,441,1,100
2009/3/23 15:45,402,1,100
2009/3/23 15:50,399,1,100
2009/3/23 15:55,360,1,100
